pdb,description,method,datapath,github,protein,virus,hasRerefinement,Molprobity_score
7kmz,"EM strucutre of SARS-CoV-2 trimer in complex with double ACE2 at pH 7,4. Hetero pentamer, ACE2 with two chains and the spike with three chains. This structure is part of a study with reveals a pH-dependent switch to mediate endosomal positioning of RBDs.",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7kmz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kmz,surface_glycoprotein,SARS-CoV-2,0,0.0
7knb,"Cryo-EM structure of single ACE2-bound SARS-CoV-2 trimer spike at pH 7.4, cryo-electron microscopy structures-at serological and endosomal pH-delineating spike recognition of up to three ACE2 molecules.",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7knb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7knb,surface_glycoprotein,SARS-CoV-2,0,0.0
7kne,"EM structure of SARS-CoV-2 trimer spike in complex with ACE2 at pH 5,5. Hetero tetramer, spike with three chains ACE2 with one. This structure is part of a study with reveals a pH-dependent switch to mediate endosomal positioning of RBDs.",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7kne,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kne,surface_glycoprotein,SARS-CoV-2,0,0.0
7knh,This electron microscopy structure shows the SARS-CoV-2 Double ACE2-Bound Spike Trimer at pH 5.5. Cryo-EM Structures of SARS-CoV-2 Spike with and without ACE2 reveal a pH-dependent switch to mediate endosomal positioning of RBDs.,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7knh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7knh,surface_glycoprotein,SARS-CoV-2,0,1.0
7kni,"EM structure of SARS-CoV-2 Trimer spike bound with Triple ACE2 at pH 5,5. Hetero hexamer, spike with three chains and ACE 2 with three chains. This structure is part of a study with reveals a pH-dependent switch to mediate endosomal positioning of RBDs.",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7kni,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kni,surface_glycoprotein,SARS-CoV-2,0,0.0
7ks9,Cryo-EM structure of prefusion SC2 spike glycoprotein in complex with 910-30 Fab. 910-30 Fab targets the SC2 ACE2 receptor binding site and binds to RBD in the up position. Bound to the SC2 spike trimer 910-30 recognizes a glycan-independent region. Native heavy:light chain pairings is important for ACE2 binding competition and for spike disassembly.,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7ks9,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ks9,surface_glycoprotein,SARS-CoV-2,0,0.0
7ksg,"EM structure of SARS-CoV-2 spike protein in complex with Nanobodies E (not mentioned what nanobodies). Hetero hexamer, spike with three chains and nanobody with three chains.",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7ksg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ksg,surface_glycoprotein,SARS-CoV-2,0,1.0
7kxj,SARS-CoV-2 spike protein in complex with Fab 15033-7,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7kxj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kxj,surface_glycoprotein,SARS-CoV-2,0,2.0
7kxk,"EM structure of SARS-CoV-2 spike protein RBD 2 up and 1 down conformation in complex with Fab 15033-7. Hetero nonamer, spike glycoprotein with three chains and Fab with heavy and light chain with three chains each. ",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7kxk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kxk,surface_glycoprotein,SARS-CoV-2,0,3.0
7l02,This electron microscopy structure shows the SARS-CoV-2 2P S ectodomain bound to one copy of domain-swapped antibody 2G12. A glycan cluster on the SARS-CoV-2 spike ectodomain is recognized by Fab-dimerized glycan-reactive antibodies.,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7l02,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l02,surface_glycoprotein,SARS-CoV-2,0,4.0
7l06,"EM structure of SARS-CoV-2 ectodomain bound to two copies of domain swapped antibody 2G12. Hetero undecamer, spike with three chains and antibody with heavy and light chain with four chains each. 2G12 revealed a quaternary glycan epitope on the spike S2 domain involving multiple protomers. ",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7l06,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l06,surface_glycoprotein,SARS-CoV-2,0,2.0
7l09,"EM structure of SARS-CoV-2 2P S ectodomain bound to the domain swapped antibody 2G12 from masked 3D refinement. Hetero heptamer, spike with three chains and antobody with a heavy and a light chain with two chains each. Structure is part of a study which reveals a new epitope on the SARS-CoV-2 spike that can be targeted for vaccine design.",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7l09,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l09,surface_glycoprotein,SARS-CoV-2,0,4.0
7l3n,"EM structure of SARS-CoV-2 spike protein bound to the antibody LY-CoV555. Hetero pentamer, spike protein with three chains and antibody with one heavy and one light chain. Ly-CoV555 has a high affinity binding to the receptor binding domain and ACE2 binding inhibition.",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7l3n,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l3n,surface_glycoprotein,SARS-CoV-2,0,0.0
7l7f,"Cryo-EM structure of human ACE2 receptor bound to protein encoded by vaccine candidate BNT162b1. Preclinical vaccine candidates (BNT162b1 and BNT162b2) that contain nucleoside-modified messenger RNA from the spike glycoprotein (S) of SARS-CoV-2, formulated in lipid nanoparticles. BNT162b1 encodes a soluble, secreted trimerized receptor-binding domain (known as the RBD-foldon).",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7l7f,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l7f,surface_glycoprotein,SARS-CoV-2,0,0.0
7l7k,"Cryo-EM structure of protein encoded by vaccine candidate BNT162b2. Preclinical development of two vaccine candidates (BNT162b1 and BNT162b2) that contain nucleoside-modified messenger RNA that encodes immunogens derived from the spike glycoprotein (S) of SARS-CoV-2, formulated in lipid nanoparticles. BNT162b2 encodes the full-length transmembrane S glycoprotein.",ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7l7k,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l7k,surface_glycoprotein,SARS-CoV-2,0,0.0
7laa,,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7laa,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7laa,surface_glycoprotein,SARS-CoV-2,0,9.0
7lab,,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7lab,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lab,surface_glycoprotein,SARS-CoV-2,0,4.0
7lcn,Structure of SARS-CoV-2 S protein in complex with N-terminal domain antibody DH1050.1. Isolated potent NAbs against the receptor-binding domain (RBD) and the N-terminal domain (NTD) of SARS-CoV-2 spike protein from individuals with acute or convalescent SARS-CoV-2 or a history of SARS-CoV-1 infection.,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7lcn,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lcn,surface_glycoprotein,SARS-CoV-2,0,26.0
7ld1,This electron microscopy structure shows the SARS-CoV-2 Spike protein in complex with Receptor Binding Domain antibody DH1047.,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7ld1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ld1,surface_glycoprotein,SARS-CoV-2,0,8.0
7ls9,,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7ls9,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ls9,surface_glycoprotein,SARS-CoV-2,0,9.0
7lss,,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7lss,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lss,surface_glycoprotein,SARS-CoV-2,0,2.0
7nd3,,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7nd3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nd3,surface_glycoprotein,SARS-CoV-2,0,0.0
7nd4,,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7nd4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nd4,surface_glycoprotein,SARS-CoV-2,0,3.0
7nd5,,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7nd5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nd5,surface_glycoprotein,SARS-CoV-2,0,0.0
7nd6,,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7nd6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nd6,surface_glycoprotein,SARS-CoV-2,0,0.0
7nd7,,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7nd7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nd7,surface_glycoprotein,SARS-CoV-2,0,0.0
7nd8,,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7nd8,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nd8,surface_glycoprotein,SARS-CoV-2,0,0.0
7nd9,,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7nd9,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nd9,surface_glycoprotein,SARS-CoV-2,0,0.0
7nda,,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7nda,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nda,surface_glycoprotein,SARS-CoV-2,0,0.0
7ndb,,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7ndb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ndb,surface_glycoprotein,SARS-CoV-2,0,0.0
7ndc,,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7ndc,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ndc,surface_glycoprotein,SARS-CoV-2,0,0.0
7ndd,,ELECTRON MICROSCOPY,pdb/surface_glycoprotein/SARS-CoV-2/7ndd,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ndd,surface_glycoprotein,SARS-CoV-2,0,1.0
7msw,,ELECTRON MICROSCOPY,pdb/nsp2/SARS-CoV-2/7msw,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp2/SARS-CoV-2/7msw,nsp2,SARS-CoV-2,0,0.0
7msx,,ELECTRON MICROSCOPY,pdb/nsp2/SARS-CoV-2/7msx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp2/SARS-CoV-2/7msx,nsp2,SARS-CoV-2,0,0.0
7opl,,ELECTRON MICROSCOPY,pdb/nsp1/SARS-CoV/7opl,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp1/SARS-CoV/7opl,nsp1,SARS-CoV,0,18.01
7dfh,,ELECTRON MICROSCOPY,pdb/nsp7-nsp8-rna_polymerase/SARS-CoV-2/7dfh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp7-nsp8-rna_polymerase/SARS-CoV-2/7dfh,nsp7-nsp8-rna_polymerase,SARS-CoV-2,0,0.0
7ozv,,ELECTRON MICROSCOPY,pdb/nsp7-nsp8-rna_polymerase/SARS-CoV-2/7ozv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp7-nsp8-rna_polymerase/SARS-CoV-2/7ozv,nsp7-nsp8-rna_polymerase,SARS-CoV-2,0,8.35
7ozu,,ELECTRON MICROSCOPY,pdb/nsp7-nsp8-rna_polymerase/SARS-CoV-2/7ozu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp7-nsp8-rna_polymerase/SARS-CoV-2/7ozu,nsp7-nsp8-rna_polymerase,SARS-CoV-2,0,6.34
7dte,,ELECTRON MICROSCOPY,pdb/nsp7-nsp8-rna_polymerase/SARS-CoV-2/7dte,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp7-nsp8-rna_polymerase/SARS-CoV-2/7dte,nsp7-nsp8-rna_polymerase,SARS-CoV-2,0,7.87
7oyg,,ELECTRON MICROSCOPY,pdb/nsp7-nsp8-rna_polymerase/SARS-CoV-2/7oyg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp7-nsp8-rna_polymerase/SARS-CoV-2/7oyg,nsp7-nsp8-rna_polymerase,SARS-CoV-2,0,0.0
7dfg,,ELECTRON MICROSCOPY,pdb/nsp7-nsp8-rna_polymerase/SARS-CoV-2/7dfg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp7-nsp8-rna_polymerase/SARS-CoV-2/7dfg,nsp7-nsp8-rna_polymerase,SARS-CoV-2,0,4.22
7m4r,,ELECTRON MICROSCOPY,pdb/protein_e/SARS-CoV-2/7m4r,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/protein_e/SARS-CoV-2/7m4r,protein_e,SARS-CoV-2,0,0.0
7krn,,ELECTRON MICROSCOPY,pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7krn,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7krn,helicase-nsp7-nsp8-rna_polymerase,SARS-CoV-2,0,9.24
7rdz,,ELECTRON MICROSCOPY,pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7rdz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7rdz,helicase-nsp7-nsp8-rna_polymerase,SARS-CoV-2,0,6.09
7re0,,ELECTRON MICROSCOPY,pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7re0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7re0,helicase-nsp7-nsp8-rna_polymerase,SARS-CoV-2,0,13.09
7re1,,ELECTRON MICROSCOPY,pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7re1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7re1,helicase-nsp7-nsp8-rna_polymerase,SARS-CoV-2,0,7.99
7re3,,ELECTRON MICROSCOPY,pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7re3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7re3,helicase-nsp7-nsp8-rna_polymerase,SARS-CoV-2,0,10.89
7rdy,,ELECTRON MICROSCOPY,pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7rdy,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7rdy,helicase-nsp7-nsp8-rna_polymerase,SARS-CoV-2,0,8.09
7rdx,,ELECTRON MICROSCOPY,pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7rdx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7rdx,helicase-nsp7-nsp8-rna_polymerase,SARS-CoV-2,0,7.33
7kro,,ELECTRON MICROSCOPY,pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7kro,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7kro,helicase-nsp7-nsp8-rna_polymerase,SARS-CoV-2,0,0.0
7re2,,ELECTRON MICROSCOPY,pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7re2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7re2,helicase-nsp7-nsp8-rna_polymerase,SARS-CoV-2,0,8.77
7krp,,ELECTRON MICROSCOPY,pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7krp,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase-nsp7-nsp8-rna_polymerase/SARS-CoV-2/7krp,helicase-nsp7-nsp8-rna_polymerase,SARS-CoV-2,0,0.0
7o7z,,ELECTRON MICROSCOPY,pdb/rna/SARS-CoV-2/7o7z,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/rna/SARS-CoV-2/7o7z,rna,SARS-CoV-2,0,0.0
7o7y,,ELECTRON MICROSCOPY,pdb/rna/SARS-CoV-2/7o7y,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/rna/SARS-CoV-2/7o7y,rna,SARS-CoV-2,0,0.0
7o81,,ELECTRON MICROSCOPY,pdb/rna/SARS-CoV-2/7o81,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/rna/SARS-CoV-2/7o81,rna,SARS-CoV-2,0,0.0
7o80,,ELECTRON MICROSCOPY,pdb/rna/SARS-CoV-2/7o80,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/rna/SARS-CoV-2/7o80,rna,SARS-CoV-2,0,0.0
7n06,,ELECTRON MICROSCOPY,pdb/endornase/SARS-CoV-2/7n06,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/7n06,endornase,SARS-CoV-2,0,3.31
7me0,,ELECTRON MICROSCOPY,pdb/endornase/SARS-CoV-2/7me0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/7me0,endornase,SARS-CoV-2,0,0.0
7n33,,ELECTRON MICROSCOPY,pdb/endornase/SARS-CoV-2/7n33,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/7n33,endornase,SARS-CoV-2,0,4.01
7rb2,,ELECTRON MICROSCOPY,pdb/endornase/SARS-CoV-2/7rb2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/7rb2,endornase,SARS-CoV-2,0,7.71
7rb0,,ELECTRON MICROSCOPY,pdb/endornase/SARS-CoV-2/7rb0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/7rb0,endornase,SARS-CoV-2,0,12.84
