path, Rfree
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7dhx 0.2349
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7rtd 0.235
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7rtr 0.235
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7mzk 0.2351
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7n1f 0.2357
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/6waq 0.2359
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7d30 0.2359
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7mzg 0.2364
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6yla 0.2367
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7n4i 0.2378
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7jmo 0.2381
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7kn6 0.2385
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7l5b 0.2387
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7che 0.2388
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/1zvb 0.239
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7nx7 0.239
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6xe1 0.2394
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7eke 0.2407
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7n1a 0.2407
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7bep 0.2408
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7kn7 0.2409
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/2beq 0.241
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6z2m 0.241
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7e7y 0.2414
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7cm4 0.2418
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7c53 0.2418
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7kmh 0.2423
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6w41 0.2433
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/2bez 0.244
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7ora 0.2448
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7nx8 0.2458
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/1zva 0.246
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7nxb 0.246
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7b0b 0.2462
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7cot 0.2466
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/7rks 0.2467
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7bem 0.2469
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7n6d 0.247
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6zlr 0.2472
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7cho 0.2473
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7m8s 0.2475
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7e3j 0.2479
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7nx6 0.2484
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7ekg 0.2484
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7kfy 0.2486
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/1wyy 0.249
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/7drv 0.25
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7mf1 0.2503
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6zer 0.2511
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7orb 0.2513
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7lo4 0.2514
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7nxa 0.2525
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7mmo 0.2526
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7cdi 0.2538
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6xkq 0.2546
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7e86 0.2546
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7klw 0.2548
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7e88 0.2548
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7d6i 0.2551
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7mzl 0.2562
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7e5o 0.2562
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7kmg 0.2571
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7mzm 0.2573
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/1zv7 0.258
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6lvn 0.258
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7n1e 0.2582
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7mzn 0.2585
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7e3o 0.2589
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6xc7 0.2591
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7m6d 0.2591
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6zcz 0.2595
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7s0b 0.2597
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7ch5 0.2598
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7det 0.2599
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/2dd8 0.261
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7r6x 0.2624
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7dpm 0.2633
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7bwj 0.264
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7bnv 0.2646
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7dk0 0.2648
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7c01 0.2651
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7mzh 0.2653
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7eu2 0.2662
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7c8w 0.2668
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7can 0.2671
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6xc2 0.2674
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7lop 0.268
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7ldj 0.2681
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7mzj 0.2682
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6yz7 0.2688
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7n1b 0.2691
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6xkp 0.2694
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7chf 0.2698
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7c8j 0.2708
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7cdj 0.2709
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7m7w 0.271
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7l2c 0.2718
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/7jn5 0.2721
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7ch4 0.2726
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7vmu 0.2729
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7l7e 0.2729
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/1wnc 0.273
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7beo 0.2735
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7rnj 0.2736
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/1zv8 0.27427
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/2ajf 0.275
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7cyv 0.2762
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7kgk 0.2764
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7e5y 0.2765
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/3scj 0.27771
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/3d0i 0.278
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7nxc 0.2783
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6x45 0.2784
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7e7x 0.2789
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/3d0g 0.279
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7np1 0.281
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7l4z 0.2816
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7ben 0.2822
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/5x4s 0.2824
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/3sci 0.28264
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7klh 0.2835
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/3sck 0.28529
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7bel 0.2856
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7chc 0.2858
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/3bgf 0.286
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7k9z 0.2871
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7jx3 0.2881
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6lxt 0.2896
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7klg 0.2902
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7jmw 0.2908
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7kn4 0.291
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/3scl 0.29178
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7km5 0.2941
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7n6e 0.2941
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/2ghw 0.29537
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7f4w 0.2982
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/5zvm 0.3014
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/3d0h 0.302
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7b27 0.3051
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6zh9 0.3052
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7n4m 0.3168
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6ym0 0.3188
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7jvb 0.3222
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7l0n 0.3247
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7n4l 0.3294
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7kzb 0.3356
