pdb,path,url,protein,virus,method,resolution,rmsd,rwork,rfree
7abu,pdb/3c_like_proteinase/SARS-CoV-2/7abu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7abu,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.6,,0.1766,0.2151
7adw,pdb/3c_like_proteinase/SARS-CoV-2/7adw,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7adw,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.63,,0.1963,0.2287
7af0,pdb/3c_like_proteinase/SARS-CoV-2/7af0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7af0,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.7,,0.1776,0.225
7aga,pdb/3c_like_proteinase/SARS-CoV-2/7aga,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7aga,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.68,,0.1858,0.2225
7aha,pdb/3c_like_proteinase/SARS-CoV-2/7aha,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7aha,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.68,,0.1655,0.2011
7ak4,pdb/3c_like_proteinase/SARS-CoV-2/7ak4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7ak4,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.359,,0.1933,0.2205
7alh,pdb/3c_like_proteinase/SARS-CoV-2/7alh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7alh,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.65,,0.1647,0.189
7ali,pdb/3c_like_proteinase/SARS-CoV-2/7ali,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7ali,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.65,,0.1888,0.2167
7amj,pdb/3c_like_proteinase/SARS-CoV-2/7amj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7amj,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.59,,0.173,0.2104
7ans,pdb/3c_like_proteinase/SARS-CoV-2/7ans,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7ans,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.7,,0.1835,0.2114
7aol,pdb/3c_like_proteinase/SARS-CoV-2/7aol,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7aol,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.47,,0.1654,0.1924
7ap6,pdb/3c_like_proteinase/SARS-CoV-2/7ap6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7ap6,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.78,,0.1978,0.2366
7aph,pdb/3c_like_proteinase/SARS-CoV-2/7aph,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7aph,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.3,,0.2345,0.2663
7aqe,pdb/3c_like_proteinase/SARS-CoV-2/7aqe,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7aqe,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.39,,0.1966,0.2231
7aqi,pdb/3c_like_proteinase/SARS-CoV-2/7aqi,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7aqi,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.7,,0.226,0.2656
7aqj,pdb/3c_like_proteinase/SARS-CoV-2/7aqj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7aqj,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.59,,0.2174,0.2596
7ar5,pdb/3c_like_proteinase/SARS-CoV-2/7ar5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7ar5,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.4,,0.1757,0.2137
7ar6,pdb/3c_like_proteinase/SARS-CoV-2/7ar6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7ar6,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.4,,0.1653,0.1904
7arf,pdb/3c_like_proteinase/SARS-CoV-2/7arf,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7arf,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.0,,0.205,0.2527
7avd,pdb/3c_like_proteinase/SARS-CoV-2/7avd,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7avd,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.8,,0.1942,0.2387
7awr,pdb/3c_like_proteinase/SARS-CoV-2/7awr,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7awr,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.34,,0.1519,0.1921
7aws,pdb/3c_like_proteinase/SARS-CoV-2/7aws,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7aws,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.81,,0.2013,0.2385
7awu,pdb/3c_like_proteinase/SARS-CoV-2/7awu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7awu,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.07,,0.2146,0.2584
7aww,pdb/3c_like_proteinase/SARS-CoV-2/7aww,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7aww,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.65,,0.1836,0.2198
7ax6,pdb/3c_like_proteinase/SARS-CoV-2/7ax6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7ax6,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.888,,0.1873,0.2485
7axm,pdb/3c_like_proteinase/SARS-CoV-2/7axm,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7axm,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.4,,0.1428,0.2095
7axo,pdb/3c_like_proteinase/SARS-CoV-2/7axo,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7axo,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.65,,0.1675,0.2005
7ay7,pdb/3c_like_proteinase/SARS-CoV-2/7ay7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7ay7,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.55,,0.1662,0.195
7b3e,pdb/3c_like_proteinase/SARS-CoV-2/7b3e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7b3e,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.77,,0.1712,0.2038
7b83,pdb/3c_like_proteinase/SARS-CoV-2/7b83,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7b83,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.8,,0.1841,0.2067
7bb2,pdb/3c_like_proteinase/SARS-CoV-2/7bb2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7bb2,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.6,,0.1642,0.1886
7be7,pdb/3c_like_proteinase/SARS-CoV-2/7be7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7be7,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.68,,0.1766,0.2013
7bfb,pdb/3c_like_proteinase/SARS-CoV-2/7bfb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7bfb,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.05,,0.1838,0.1991
7bgp,pdb/3c_like_proteinase/SARS-CoV-2/7bgp,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7bgp,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.68,,0.1704,0.201
7jpy,pdb/3c_like_proteinase/SARS-CoV-2/7jpy,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7jpy,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.6,,0.1781,0.2052
7jpz,pdb/3c_like_proteinase/SARS-CoV-2/7jpz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7jpz,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.6,,0.2057,0.2409
7jq0,pdb/3c_like_proteinase/SARS-CoV-2/7jq0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7jq0,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.65,,0.1967,0.2271
7jq1,pdb/3c_like_proteinase/SARS-CoV-2/7jq1,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7jq1,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.65,,0.2474,0.2979
7jq2,pdb/3c_like_proteinase/SARS-CoV-2/7jq2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7jq2,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.4,,0.1576,0.2139
7jq3,pdb/3c_like_proteinase/SARS-CoV-2/7jq3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7jq3,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.1,,0.2066,0.2544
7jq4,pdb/3c_like_proteinase/SARS-CoV-2/7jq4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7jq4,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.65,,0.2066,0.2382
7jq5,pdb/3c_like_proteinase/SARS-CoV-2/7jq5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7jq5,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.9,,0.2597,0.3292
7jst,pdb/3c_like_proteinase/SARS-CoV-2/7jst,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7jst,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.85,,0.168,0.1961
7jsu,pdb/3c_like_proteinase/SARS-CoV-2/7jsu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7jsu,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.83,,0.1693,0.2028
7jt0,pdb/3c_like_proteinase/SARS-CoV-2/7jt0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7jt0,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.73,,0.1666,0.1917
7jt7,pdb/3c_like_proteinase/SARS-CoV-2/7jt7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7jt7,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.94,,0.1742,0.2254
7jw8,pdb/3c_like_proteinase/SARS-CoV-2/7jw8,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7jw8,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.84,,0.1831,0.2272
7k0f,pdb/3c_like_proteinase/SARS-CoV-2/7k0f,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7k0f,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.65,,0.1805,0.2252
7kvg,pdb/3c_like_proteinase/SARS-CoV-2/7kvg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7kvg,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.8,,0.2036,0.2385
7kvl,pdb/3c_like_proteinase/SARS-CoV-2/7kvl,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7kvl,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.09,,0.1912,0.2272
7kvr,pdb/3c_like_proteinase/SARS-CoV-2/7kvr,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7kvr,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.12,,0.2,0.2245
7kx5,pdb/3c_like_proteinase/SARS-CoV-2/7kx5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7kx5,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.57,,0.2101,0.2792
7kyu,pdb/3c_like_proteinase/SARS-CoV-2/7kyu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7kyu,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.48,,0.1612,0.187
7l0d,pdb/3c_like_proteinase/SARS-CoV-2/7l0d,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7l0d,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.39,,0.2012,0.261
7l10,pdb/3c_like_proteinase/SARS-CoV-2/7l10,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7l10,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.63,,0.2243,0.2507
7l11,pdb/3c_like_proteinase/SARS-CoV-2/7l11,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7l11,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.8,,0.2051,0.2316
7l12,pdb/3c_like_proteinase/SARS-CoV-2/7l12,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7l12,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.8,,0.1911,0.2491
7l13,pdb/3c_like_proteinase/SARS-CoV-2/7l13,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7l13,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.17,,0.1967,0.2476
7l14,pdb/3c_like_proteinase/SARS-CoV-2/7l14,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7l14,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.659,,0.1757,0.2044
7l5d,pdb/3c_like_proteinase/SARS-CoV-2/7l5d,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7l5d,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.58,,0.177,0.201
7lb7,pdb/3c_like_proteinase/SARS-CoV-2/7lb7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7lb7,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,,,,
7lbn,pdb/3c_like_proteinase/SARS-CoV-2/7lbn,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7lbn,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.76,,0.15979,0.18546
7ldx,pdb/3c_like_proteinase/SARS-CoV-2/7ldx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7ldx,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.23,,0.2417,0.2727
7lfe,pdb/3c_like_proteinase/SARS-CoV-2/7lfe,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7lfe,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.79,,0.205,0.2527
7lfp,pdb/3c_like_proteinase/SARS-CoV-2/7lfp,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7lfp,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.2,,0.2174,0.261
7lkr,pdb/3c_like_proteinase/SARS-CoV-2/7lkr,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7lkr,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.65,,0.1802,0.2192
7lks,pdb/3c_like_proteinase/SARS-CoV-2/7lks,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7lks,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.7,,0.1835,0.2211
7lkt,pdb/3c_like_proteinase/SARS-CoV-2/7lkt,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7lkt,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.5,,0.1779,0.2048
7lku,pdb/3c_like_proteinase/SARS-CoV-2/7lku,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7lku,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.65,,0.1775,0.2107
7lkv,pdb/3c_like_proteinase/SARS-CoV-2/7lkv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7lkv,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.55,,0.1764,0.2084
7lkw,pdb/3c_like_proteinase/SARS-CoV-2/7lkw,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7lkw,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.7,,0.186,0.227
7lkx,pdb/3c_like_proteinase/SARS-CoV-2/7lkx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7lkx,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.6,,0.184,0.2123
7ltj,pdb/3c_like_proteinase/SARS-CoV-2/7ltj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7ltj,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.8,,0.1616,0.1924
7lyh,pdb/3c_like_proteinase/SARS-CoV-2/7lyh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7lyh,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.9,,0.1799,0.2219
7lyi,pdb/3c_like_proteinase/SARS-CoV-2/7lyi,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7lyi,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.9,,0.2003,0.2173
7nbr,pdb/3c_like_proteinase/SARS-CoV-2/7nbr,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7nbr,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.4,,0.1801,0.2694
7nbs,pdb/3c_like_proteinase/SARS-CoV-2/7nbs,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7nbs,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.7,,0.2061,0.256
7nby,pdb/3c_like_proteinase/SARS-CoV-2/7nby,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7nby,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.93,,0.1744,0.1982
7nev,pdb/3c_like_proteinase/SARS-CoV-2/7nev,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7nev,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.69,,0.1832,0.2336
7m3i,pdb/3c_like_proteinase/SARS-CoV-2/7m3i,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7m3i,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.8,,0.2454,0.2811
7rm2,pdb/3c_like_proteinase/SARS-CoV-2/7rm2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7rm2,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.0,,0.1664,0.1901
7nt3,pdb/3c_like_proteinase/SARS-CoV-2/7nt3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7nt3,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.32,,0.2063,0.2709
7lmf,pdb/3c_like_proteinase/SARS-CoV-2/7lmf,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7lmf,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.2,,0.1857,0.2539
7rme,pdb/3c_like_proteinase/SARS-CoV-2/7rme,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7rme,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.0,,0.1629,0.2035
7rfw,pdb/3c_like_proteinase/SARS-CoV-2/7rfw,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7rfw,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.729,,0.1947,0.2274
7lke,pdb/3c_like_proteinase/SARS-CoV-2/7lke,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7lke,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.69,,0.2251,0.2937
7m8o,pdb/3c_like_proteinase/SARS-CoV-2/7m8o,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7m8o,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.44,,0.2114,0.288
7cuu,pdb/3c_like_proteinase/SARS-CoV-2/7cuu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7cuu,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.676,,0.1646,0.1963
7l8j,pdb/3c_like_proteinase/SARS-CoV-2/7l8j,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7l8j,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.45,,0.2233,0.2811
7k0e,pdb/3c_like_proteinase/SARS-CoV-2/7k0e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7k0e,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.9,,0.1809,0.2302
7m04,pdb/3c_like_proteinase/SARS-CoV-2/7m04,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7m04,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.75,,0.1799,0.2228
7mpb,pdb/3c_like_proteinase/SARS-CoV-2/7mpb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7mpb,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,2.3,,0.2099,0.244
7dhj,pdb/3c_like_proteinase/SARS-CoV-2/7dhj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7dhj,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.96,,0.189,0.2309
7ltn,pdb/3c_like_proteinase/SARS-CoV-2/7ltn,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7ltn,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.787,,0.1982,0.2449
7dgf,pdb/3c_like_proteinase/SARS-CoV-2/7dgf,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7dgf,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.639,,0.1998,0.2182
7mjl,pdb/3c_like_proteinase/SARS-CoV-2/7mjl,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7mjl,3c_like_proteinase,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.95,,,
7s3k,pdb/3c_like_proteinase/SARS-CoV-2/7s3k,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/3c_like_proteinase/SARS-CoV-2/7s3k,3c_like_proteinase,SARS-CoV-2,X-RAY DIFFRACTION,0,1.9,,0.1751,0.2039
